role_id,member_id,day_type,window_order,start_local_time,end_local_time,time_status,basis
cityrole-0074,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0074,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0074,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0074,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0074,m03,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0074,m03,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0075,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m02,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m04,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m04,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m04,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m04,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0075,m05,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0075,m05,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0076,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0076,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0076,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0076,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m01,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0077,m04,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0077,m04,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0078,m01,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0078,m01,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0078,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0078,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0078,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0078,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0078,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m04,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m04,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0079,m04,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0080,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0080,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0080,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0080,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0080,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0081,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0081,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0081,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0081,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m01,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0082,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0083,m01,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0083,m01,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0083,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0083,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0083,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0083,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0083,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0084,m03,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0084,m03,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0085,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0085,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m02,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0086,m02,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0086,m03,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m03,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m03,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m04,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m04,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0086,m04,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0087,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0088,m01,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0088,m01,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0088,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0088,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0088,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0088,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0088,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0089,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0090,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0090,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0090,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0090,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0090,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m03,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m03,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m03,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m04,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m04,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m04,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0091,m04,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m01,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0092,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0093,m01,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0093,m01,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0094,m01,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0094,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0094,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0094,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0094,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0094,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0094,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0094,m03,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0094,m03,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0095,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0095,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0096,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0096,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0096,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0096,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0096,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m01,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0097,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0098,m01,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0098,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0098,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0098,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0098,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0098,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0098,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m02,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m02,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m04,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m04,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0099,m04,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0100,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0100,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0100,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0100,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0100,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m01,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m01,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m02,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0101,m02,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0101,m03,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m03,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m03,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m03,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m04,weekday,1,00:00,07:30,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m04,weekday,2,18:30,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m04,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m04,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m05,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m05,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m05,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m05,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0101,m05,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0102,m01,weekday,1,00:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0102,m01,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0102,m01,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0103,m01,weekday,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0103,m01,weekend,0,,,UNKNOWN,irregular_routine_not_fixed_clock
cityrole-0103,m02,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0103,m02,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0103,m02,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0103,m02,weekend,1,00:00,10:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0103,m02,weekend,2,13:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0104,m01,weekday,1,00:00,09:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0104,m01,weekday,2,12:00,15:00,SYNTHETIC_TYPICAL,B_member_routine_template
cityrole-0104,m01,weekday,3,19:00,24:00,SYNTHETIC_TYPICAL,B_member_routine_template
