role_id,member_id,member_order,relationship_to_reference_adult,partner_member_id,age_years_design,source_age_band,age_band,life_role,routine,comfort,task_flexibility,participation,needs_priority,cost_importance_1_5,grid_importance_1_5,control,trait_basis,weekday_window_status,weekend_window_status
cityrole-0050,m01,1,reference_adult,,73,65_79,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,2,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0051,m01,1,reference_adult,m03,36,35_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,5,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0051,m02,2,child,,11,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0051,m03,3,spouse,m01,35,0_59,adult,not_working,mixed,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0051,m04,4,child,,11,0_59,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0052,m01,1,reference_adult,,29,20_34,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_decides,no,1,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0053,m01,1,reference_adult,,34,20_34,adult,shift,irregular,temp_sensitive,semi_rigid,usually_decides,no,5,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0054,m01,1,reference_adult,m02,47,20_59,adult,caregiver,mixed,normal_comfort,flexible,usually_decides,no,1,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0054,m02,2,spouse,m01,46,20_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0055,m01,1,reference_adult,,72,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0056,m01,1,reference_adult,,55,50_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_decides,no,3,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0056,m02,2,child,,21,18_29,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0056,m03,3,child,,22,18_59,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0057,m01,1,reference_adult,m02,46,20_59,adult,home_work,home_regular,normal_comfort,rigid,usually_decides,no,4,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0057,m02,2,spouse,m01,46,20_59,adult,caregiver,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0057,m03,3,sibling,,44,20_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0058,m01,1,reference_adult,m02,34,20_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_decides,no,4,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0058,m02,2,spouse,m01,37,20_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0059,m01,1,reference_adult,,52,35_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_decides,no,2,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0060,m01,1,reference_adult,,58,50_59,adult,not_working,mixed,normal_comfort,flexible,usually_decides,no,3,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0060,m02,2,child,,21,18_29,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0060,m03,3,child,,21,18_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0061,m01,1,reference_adult,m02,40,20_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,5,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0061,m02,2,spouse,m01,37,20_59,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0062,m01,1,reference_adult,,61,60_64,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,5,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0062,m02,2,child,,34,20_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0062,m03,3,child,,33,20_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0063,m01,1,reference_adult,m02,29,20_59,adult,shift,irregular,normal_comfort,rigid,usually_decides,no,5,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0063,m02,2,spouse,m01,27,20_59,adult,not_working,mixed,temp_sensitive,rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0064,m01,1,reference_adult,,29,20_34,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_decides,no,1,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0065,m01,1,reference_adult,m03,45,35_59,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_decides,no,1,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0065,m02,2,child,,6,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0065,m03,3,spouse,m01,48,0_59,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0065,m04,4,child,,3,0_59,under18,preschool,home_regular,temp_sensitive,rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0066,m01,1,reference_adult,,54,50_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_decides,no,4,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0066,m02,2,child,,26,18_29,adult,shift,irregular,temp_sensitive,semi_rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0066,m03,3,child,,27,18_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0067,m01,1,reference_adult,,73,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,4,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0067,m02,2,child,,43,20_59,adult,caregiver,mixed,normal_comfort,flexible,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0067,m03,3,child,,43,20_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0068,m01,1,reference_adult,,24,20_34,adult,shift,irregular,temp_sensitive,rigid,usually_decides,no,2,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0069,m01,1,reference_adult,m02,31,20_59,adult,caregiver,mixed,normal_comfort,rigid,usually_decides,no,2,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0069,m02,2,spouse,m01,29,20_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0070,m01,1,reference_adult,,72,65_79,older,caregiver,home_regular,temp_tolerant,semi_rigid,usually_decides,no,2,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0071,m01,1,reference_adult,,85,80_plus,older,home_work,mixed,temp_sensitive,semi_rigid,usually_decides,no,3,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0071,m02,2,child,,59,20_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0071,m03,3,child,,58,20_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0072,m01,1,reference_adult,m02,69,65_79,older,home_work,mixed,normal_comfort,flexible,usually_decides,no,5,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0072,m02,2,spouse,m01,69,65_79,older,retired,home_regular,temp_sensitive,semi_rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0073,m01,1,reference_adult,,78,65_79,older,retired,home_regular,temp_tolerant,flexible,usually_decides,no,1,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0073,m02,2,child,,48,20_59,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0073,m03,3,child,,47,20_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0074,m01,1,reference_adult,,70,65_79,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,5,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0074,m02,2,child,,38,20_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0074,m03,3,child,,41,20_59,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0075,m01,1,parent_of_reference_adult,,71,65_79,older,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,3,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0075,m02,2,reference_adult,m05,35,30_49,adult,home_work,home_regular,temp_sensitive,rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0075,m03,3,child,,9,0_17,under18,student,out_regular,temp_tolerant,flexible,usually_joint,yes,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0075,m04,4,child,,6,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0075,m05,5,spouse,m02,36,30_49,adult,shift,irregular,temp_sensitive,semi_rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0076,m01,1,reference_adult,,41,35_59,adult,outside_work,out_regular,temp_tolerant,semi_rigid,usually_decides,no,3,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0077,m01,1,reference_adult,m02,47,20_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_decides,no,3,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0077,m02,2,spouse,m01,51,20_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0077,m03,3,sibling,,52,20_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0077,m04,4,sibling,,46,20_59,adult,shift,irregular,temp_sensitive,rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0078,m01,1,reference_adult,,57,50_59,adult,shift,irregular,normal_comfort,flexible,usually_decides,no,4,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0078,m02,2,child,,22,18_29,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0079,m01,1,parent_of_reference_adult,,59,50_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_decides,yes,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0079,m02,2,reference_adult,,39,30_49,adult,outside_work,out_regular,normal_comfort,flexible,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0079,m03,3,child,,9,0_17,under18,student,out_regular,temp_sensitive,semi_rigid,usually_joint,yes,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0079,m04,4,child,,4,0_17,under18,preschool,home_regular,temp_tolerant,semi_rigid,usually_joint,yes,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0080,m01,1,reference_adult,,31,20_34,adult,not_working,mixed,temp_sensitive,rigid,usually_decides,no,3,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0081,m01,1,reference_adult,,44,35_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,5,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0082,m01,1,reference_adult,,52,50_59,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_decides,no,5,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0082,m02,2,child,,23,18_29,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0082,m03,3,child,,26,18_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0083,m01,1,reference_adult,m02,31,20_59,adult,shift,irregular,temp_sensitive,semi_rigid,usually_decides,no,1,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0083,m02,2,spouse,m01,35,20_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0084,m01,1,reference_adult,,51,50_59,adult,caregiver,mixed,normal_comfort,flexible,usually_decides,no,5,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0084,m02,2,child,,19,18_29,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0084,m03,3,child,,23,18_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0085,m01,1,reference_adult,,36,35_59,adult,not_working,mixed,temp_tolerant,flexible,usually_decides,no,3,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0085,m02,2,child,,9,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0086,m01,1,parent_of_reference_adult,,59,50_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_decides,no,3,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0086,m02,2,reference_adult,m04,39,30_49,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0086,m03,3,child,,18,18_29,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0086,m04,4,spouse,m02,40,30_49,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0087,m01,1,reference_adult,m02,67,65_79,older,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,3,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0087,m02,2,spouse,m01,65,65_79,older,home_work,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0088,m01,1,reference_adult,m02,39,20_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_decides,no,2,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0088,m02,2,spouse,m01,40,20_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0089,m01,1,reference_adult,,48,35_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_decides,yes,3,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0089,m02,2,child,,15,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0090,m01,1,reference_adult,,29,20_34,adult,not_working,mixed,normal_comfort,flexible,usually_decides,no,2,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0091,m01,1,reference_adult,m03,49,35_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0091,m02,2,child,,13,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0091,m03,3,spouse,m01,52,0_59,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0091,m04,4,child,,15,0_59,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0092,m01,1,reference_adult,,58,50_59,adult,home_work,home_regular,temp_sensitive,rigid,usually_decides,no,1,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0092,m02,2,child,,25,18_29,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0092,m03,3,child,,29,18_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0093,m01,1,reference_adult,,48,35_59,adult,shift,irregular,normal_comfort,rigid,usually_decides,no,1,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0094,m01,1,reference_adult,,62,60_64,older,caregiver,home_regular,temp_tolerant,semi_rigid,usually_decides,no,3,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0094,m02,2,child,,35,20_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0094,m03,3,child,,32,20_59,adult,shift,irregular,temp_sensitive,rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0095,m01,1,reference_adult,m02,65,65_79,older,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0095,m02,2,spouse,m01,68,65_79,older,home_work,mixed,temp_tolerant,semi_rigid,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0096,m01,1,reference_adult,,68,65_79,older,home_work,mixed,normal_comfort,flexible,usually_decides,no,4,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0097,m01,1,reference_adult,,64,60_64,older,retired,home_regular,temp_tolerant,flexible,usually_decides,no,3,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0097,m02,2,child,,32,20_59,adult,caregiver,mixed,normal_comfort,flexible,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0097,m03,3,child,,36,20_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0098,m01,1,reference_adult,m02,65,65_79,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,4,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0098,m02,2,spouse,m01,68,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
